latitude,longitude,id,additionalInfo_0,advice_for_motorists_1,advice_for_motorists_2,attendingGroups_0,attendingGroups_1,attendingGroups_2,system_record_created_at,description_headline,diversions,duration,encodedPolylines_0_coords,encodedPolylines_0_levels,scheduled_end_time,is_resolved/ended,description_summary,is_impacting_network,incidentKind,is_unverified_report,isMajor,isNewIncident,last_updated_at,mainCategory,advice_for_motorists,scheduled_period_0_closureType,scheduled_period_0_direction,scheduled_period_0_finishTime,scheduled_period_0_fromDay,scheduled_period_0_startTime,scheduled_period_0_toDay,PT_impact,roads_affected_0_conditionTendency,roads_affected_0_crossStreet,roads_affected_0_delay,roads_affected_0_impactedLanes_0_affectedDirection,roads_affected_0_impactedLanes_0_closedLanes,roads_affected_0_impactedLanes_0_description,roads_affected_0_impactedLanes_0_extent,roads_affected_0_impactedLanes_0_numberOfLanes,roads_affected_0_impactedLanes_0_roadType,roads_affected_0_locationQualifier,roads_affected_0_mainStreet,roads_affected_0_quadrant,roads_affected_0_queueLength,roads_affected_0_region,roads_affected_0_secondLocation,roads_affected_0_suburb,roads_affected_0_trafficVolume,speedLimit,scheduled_start_time
151.11984,-33.79325,727540, ,Exercise caution,Reduce speed,Emergency service(s),,,2017-12-05 10:22:53,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - NORTH RYDE Lane Cove Rd at Coxs Rd,False,Unplanned,False,False,False,1512431984735,Breakdown, ,,,,,,, ,,Coxs Road,,Northbound,1, ,Lanes closed,3, ,at,Lane Cove Road,,0,SYD_NORTH, ,North ryde,,-1,None
151.31838,-33.42745,727533, ,Reduce speed,Exercise caution,Tow truck,,,2017-12-05 09:07:29,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - WEST GOSFORD Central Coast Hwy approaching Manns Rd,False,Unplanned,False,False,False,1512425841053,Breakdown, ,,,,,,, ,,Manns Road,,Northbound,1,Lane 3,Lanes closed,3, ,approaching,Central Coast Highway,,0,REG_NORTH, ,West Gosford,,-1,None
151.19252,-33.55899,727520, ,Reduce speed,Exercise caution,RMS,Tow truck,,2017-12-05 05:31:25,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - COWAN M1 Pacific Mwy (F3) at Pacific Hwy overpass,False,Unplanned,False,False,False,1512412981935,Breakdown, ,,,,,,, ,,Pacific Highway overpass,,Southbound,1,Lane 1,Lanes closed,3, ,at,M1 Pacific Motorway (F3),,0,SYD_NORTH, ,Cowan,,-1,None
151.11185,-33.81681,727532, ,Reduce speed,Exercise caution,RMS,,,2017-12-05 09:03:12,ACCIDENT Bus, ,None,,,None,True,ACCIDENT Bus - RYDE Victoria Rd at Arras Pde,False,Unplanned,False,False,False,1512425165426,Accident, ,,,,,,, ,,Arras Parade,,City bound,1,Lane 1,Lanes closed,3, ,at,Victoria Road,,0,SYD_NORTH, ,Ryde,,-1,None
151.12108,-33.82215,727538, , , ,Emergency service(s),RMS,,2017-12-05 10:02:33,BREAKDOWN Bus, ,None,,,None,True,BREAKDOWN Bus - RYDE Church St off-ramp approaching Victoria Rd,False,Unplanned,False,False,False,1512430726286,Breakdown, ,,,,,,, ,,Victoria Road,,Northbound, , ,Affected, , ,approaching,Church Street off-ramp,,0,SYD_NORTH, ,Ryde,,-1,None
151.16927,-33.91916,727530, ,Reduce speed,Exercise caution,Emergency service(s),RMS,,2017-12-05 08:45:02,"ACCIDENT Car, Truck", ,None,,,None,True,"ACCIDENT Car, Truck - SYDENHAM Railway Rd at Princes Hwy",False,Unplanned,False,False,False,1512424375686,Accident, ,,,,,,, ,,Princes Highway,,Southbound,1,Lane 2,Lanes closed,2, ,at,Railway Road,,0,SYD_MET, ,Sydenham,,-1,None
151.13539,-33.7733,727539, ,Exercise caution, ,RMS,Heavy tow truck,,2017-12-05 10:07:53,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - WEST PYMBLE Ryde Rd at Lady Game Dr,False,Unplanned,False,False,False,1512437754269,Breakdown, ,,,,,,, ,,Lady Game Drive, ,Southbound,1,Lane 1,Lanes closed,3, ,at,Ryde Road,,-1,SYD_NORTH, ,West Pymble,Moderate,-1,None
151.05648,-33.74183,727521,Site cleared,Expect delays,Exercise caution, ,,,2017-12-05 06:03:57,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - WEST PENNANT HILLS Pennant Hills Rd at Hull Rd,False,Unplanned,False,False,False,1512417798935,Accident, ,,,,,,, ,,Hull Road, ,Northbound, , ,Affected, , ,at,Pennant Hills Road,,-1,SYD_NORTH, ,West Pennant Hills,Heavy,-1,None
151.25292,-33.79614,727542, ,Exercise caution,Reduce speed,Emergency service(s),,,2017-12-05 10:50:02,HAZARD, ,None,,,None,True,HAZARD - BALGOWLAH Burnt Bridge Creek Deviation at Sydney Rd,False,Unplanned,False,False,False,1512443770987,Hazard, ,,,,,,, ,,Sydney Road,,Northbound, , ,Affected, , ,at,Burnt Bridge Creek Deviation,,0,SYD_NORTH, ,balgowlah,,-1,None
153.13184,-30.25235,727541, , , ,Emergency service(s),RMS,,2017-12-05 10:38:15,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - KORORA M1 Pacific Hwy at Old Coast Rd,False,Unplanned,False,False,False,1512431897787,Breakdown, ,,,,,,, ,,Old Coast Road,,Southbound,1, ,Lanes closed,2, ,at,M1 Pacific Highway,,0,REG_NORTH, ,Korora,,-1,None
151.1619,-33.95111,727543,Site cleared,Exercise caution,Expect delays,Emergency service(s),RMS,,2017-12-05 10:53:05,ACCIDENT 2 cars, ,None,,,None,True,ACCIDENT 2 cars - KYEEMAGH General Holmes Dr at The Airport Tunnel,False,Unplanned,False,False,False,1512431959684,Accident, ,,,,,,, ,,The Airport Tunnel, ,Southbound, , ,Affected, , ,at,General Holmes Drive,,-1,SYD_MET, ,Kyeemagh,Heavy,-1,None
151.10066,-33.93876,727544, ,Exercise caution, ,RMS,,,2017-12-05 11:35:43,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - BEXLEY M5 East Mwy at Kingsgrove Rd,False,Unplanned,False,False,False,1512435813873,Breakdown, ,,,,,,, ,,Kingsgrove Road,,Westbound, , ,Affected, , ,at,M5 East Motorway,,0,SYD_MET, ,Bexley,,-1,None
151.21001,-33.82426,727545, ,Exercise caution,Expect delays,Emergency service(s),RMS,,2017-12-05 11:41:55,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - NORTH SYDNEY Warringah Fwy at Miller St,False,Unplanned,False,False,False,1512436567764,Breakdown, ,,,,,,, ,,Miller Street,,Northbound, , ,Affected, , ,at,Warringah Freeway,,0,SYD_NORTH, ,north sydney,,-1,None
150.02347,-33.44828,727547, ,Exercise caution, ,Emergency service(s),RMS,,2017-12-05 11:47:59,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - LITHGOW Great Western Hwy near Pikes Lane,False,Unplanned,False,False,False,1512436580993,Breakdown, ,,,,,,, ,,Pikes Lane,,Westbound,1, ,Lanes closed,2, ,near,Great Western Highway,,0,REG_WEST, ,Lithgow,,-1,None
151.01256,-33.92552,727546, ,Expect delays,Exercise caution, ,,,2017-12-05 11:42:03,TRAFFIC LIGHTS BLACKED OUT, ,None,,,None,True,TRAFFIC LIGHTS BLACKED OUT - CONDELL PARK Edgar St at Upper Railway Pde,False,Unplanned,False,False,False,1512443801688,Traffic lights blacked out, ,,,,,,, ,,Upper Railway Parade,,Both directions, , ,Affected, , ,at,Edgar Street,,0,SYD_SOUTH, ,Condell Park,,-1,None
151.2111,-33.84347,727548, ,Exercise caution,Reduce speed,RMS,,,2017-12-05 11:53:36,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - NORTH SYDNEY Warringah Fwy at Berry St,False,Unplanned,False,False,False,1512440279503,Breakdown, ,,,,,,, ,,Berry Street,,Northbound, , ,Affected, , ,at,Warringah Freeway,,0,SYD_NORTH, ,North Sydney,,-1,None
151.11984,-33.79325,727549, ,Exercise caution, ,Emergency service(s),RMS,,2017-12-05 11:54:27,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - NORTH RYDE Lane Cove Rd at Coxs Rd,False,Unplanned,False,False,False,1512437540942,Breakdown, ,,,,,,, ,,Coxs Road, ,Southbound,1,Lane 1,Lanes closed,3, ,at,Lane Cove Road,,-1,SYD_NORTH, ,North Ryde,Moderate,-1,None
150.60548,-33.72755,727550, ,Exercise caution, ,Emergency service(s),RMS,,2017-12-05 11:56:44,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - WARRIMOO Great Western Hwy at Torwood St,False,Unplanned,True,False,False,1512436651145,Breakdown, ,,,,,,, ,,Torwood Street,,Southbound, , ,Affected, , ,at,Great Western Highway,,0,SYD_WEST, ,Warrimoo,,-1,None
151.17848,-33.91954,727552, ,Exercise caution,Reduce speed,Emergency service(s),RMS,,2017-12-05 12:18:59,ACCIDENT 2 cars, ,None,,,None,True,ACCIDENT 2 cars - ST PETERS Burrows Rd at Canal Rd,False,Unplanned,False,False,False,1512437714802,Accident, ,,,,,,, ,,Canal Road,,,,,,,,at,Burrows Road,,0,SYD_MET, ,St peters,,-1,None
151.21695,-33.88069,727551, ,Reduce speed,Exercise caution,RMS,,,2017-12-05 12:10:53,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - DARLINGHURST Oxford St at Flinders St,False,Unplanned,False,False,False,1512437249803,Breakdown, ,,,,,,, ,,Flinders Street,,Eastbound,1,Lane 1,Lanes closed,3, ,at,Oxford Street,,0,SYD_MET, ,Darlinghurst,,-1,None
151.13539,-33.7733,727553, ,Exercise caution,Reduce speed,RMS,Heavy tow truck,,2017-12-05 12:39:47,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - WEST PYMBLE Ryde Rd at Lady Game Dr,False,Unplanned,False,False,False,1512445148341,Breakdown, ,,,,,,, ,,Lady Game Drive,,Southbound,1,Lane 1,Lanes closed,3, ,at,Ryde Road,,0,SYD_NORTH, ,West pymble,,-1,None
150.95746,-33.83976,727554, ,Exercise caution, ,Emergency service(s),RMS,,2017-12-05 13:10:38,ACCIDENT 3 vehicles, ,None,,,None,True,ACCIDENT 3 vehicles - WOOD PARK Cumberland Hwy at Woodpark Rd,False,Unplanned,True,False,False,1512440192783,Accident, ,,,,,,, ,,Woodpark Road,,Both directions, , ,Affected, , ,at,Cumberland Highway,,0,SYD_WEST, ,Wood Park,,-1,None
151.16103,-33.61451,727555, ,Reduce speed,Exercise caution,Emergency service(s),RMS,,2017-12-05 14:12:40,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - COWAN M1 Pacific Mwy (F3) at 1 Km South Of Pacific Hwy overpass,False,Unplanned,False,False,False,1512443673192,Breakdown, ,,,,,,, ,,1 Km South Of Pacific Highway overpass,,Southbound,1,Lane 1,Lanes closed,3, ,at,M1 Pacific Motorway (F3),,0,SYD_NORTH, ,Cowan,,-1,None
151.21022,-33.87072,727556, ,Reduce speed,Exercise caution,Heavy tow truck,,,2017-12-05 14:17:38,BREAKDOWN Bus, ,None,,,None,True,BREAKDOWN Bus - SYDNEY Elizabeth St at Market St,False,Unplanned,False,False,False,1512449853178,Breakdown, ,,,,,,, ,,Market Street,,Northbound, , ,Affected, , ,at,Elizabeth Street,,0,SYD_MET, ,Sydney,,-1,None
151.04191,-33.91071,727560, ,Reduce speed,Exercise caution,RMS,,,2017-12-05 14:50:09,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - BANKSTOWN Stacey St at Greenacre Rd,False,Unplanned,False,False,False,1512450169698,Breakdown, ,,,,,,, ,,Greenacre Road,,Southbound,1,Lane 1,Lanes closed,2, ,at,Stacey Street,,0,SYD_SOUTH, ,Bankstown,,-1,None
151.07405,-33.73796,727561, ,Reduce speed,Exercise caution,RMS,,,2017-12-05 14:51:11,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - PENNANT HILLS Pennant Hills Rd at George St,False,Unplanned,False,False,False,1512448129759,Breakdown, ,,,,,,, ,,George Street,,Southbound,1,Lane 1,Lanes closed,3, ,at,Pennant Hills Road,,0,SYD_NORTH, ,Pennant Hills,,-1,None
151.19278,-33.55737,727558, ,Reduce speed,Exercise caution, ,,,2017-12-05 14:45:46,HAZARD Debris - couch, ,None,,,None,True,HAZARD Debris - couch - COWAN M1 Pacific Mwy (F3) approaching Hawkesbury River Bridge,False,Unplanned,False,False,False,1512446774822,Hazard,In lane 2.<br/>,,,,,,, ,,Hawkesbury River Bridge,,Northbound, , ,Affected, , ,approaching,M1 Pacific Motorway (F3),,0,SYD_NORTH, ,Cowan,,-1,None
150.1755,-35.72031,727557, ,Reduce speed,Exercise caution,Emergency service(s),RMS,,2017-12-05 14:43:27,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - BATEMANS BAY Princes Hwy near Cranbrook Rd,False,Unplanned,True,False,False,1512447669284,Accident, ,,,,,,, ,,Cranbrook Road,,,,,,,,near,Princes Highway,,0,REG_SOUTH, ,Batemans Bay,,-1,None
151.04901,-34.01938,727559, ,Reduce speed,Exercise caution,RMS,,,2017-12-05 14:45:55,HAZARD Building materials, ,None,,,None,True,HAZARD Building materials - WORONORA River Rd on Woronora Bridge,False,Unplanned,True,False,False,1512450931545,Hazard, ,,,,,,, ,,Woronora Bridge,,,,,,,,on,River Road,,0,SYD_SOUTH, ,Woronora,,-1,None
151.24422,-33.81323,727565, ,Reduce speed,Exercise caution,Emergency service(s),RMS,,2017-12-05 15:03:10,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - THE SPIT Spit Rd at Medusa St,False,Unplanned,False,False,False,1512450620095,Accident, ,,,,,,, ,,Medusa Street,,City bound, , ,Affected, , ,at,Spit Road,,0,SYD_NORTH, ,The Spit,,-1,None
150.70419,-33.7862,727564, ,Expect delays,Allow extra travel time,RMS,,,2017-12-05 15:00:31,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - ORCHARD HILLS M4 Mwy westbound off-ramp to The Northern Rd,False,Unplanned,False,False,False,1512450080264,Breakdown, ,,,,,,, ,,The Northern Road, ,Westbound,1,Right turn lane,Lanes closed,3, ,to,M4 Motorway westbound off-ramp,,-1,SYD_WEST, ,Orchard Hills,Moderate,-1,None
150.99773,-33.90014,727562, ,Reduce speed,Exercise caution,Emergency service(s),RMS,,2017-12-05 14:54:38,"ACCIDENT Car, Truck", ,None,,,None,True,"ACCIDENT Car, Truck - BASS HILL Hume Hwy at Strickland St",False,Unplanned,False,False,False,1512447836514,Accident, ,,,,,,, ,,Strickland Street,,Westbound,1,Lane 2,Lanes closed,3, ,at,Hume Highway,,0,SYD_SOUTH, ,Bass Hill,,-1,None
151.10486,-33.86538,727563, ,Reduce speed,Exercise caution,Emergency service(s),,,2017-12-05 14:56:33,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - CONCORD Lansdowne St at Gipps St,False,Unplanned,False,False,False,1512448005147,Accident, ,,,,,,, ,,Gipps Street,,Both directions, , ,Affected, , ,at,Lansdowne Street,,0,SYD_MET, ,Concord,,-1,None
151.12886,-33.93618,727567, ,Reduce speed,Exercise caution,Motorway crew,,,2017-12-05 15:16:54,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - BARDWELL VALLEY M5 East Mwy in Main Tunnel,False,Unplanned,False,False,False,1512448294415,Breakdown, ,,,,,,, ,,Main Tunnel,,Westbound,1,Lane 1,Lanes closed,2, ,in,M5 East Motorway,,0,SYD_MET, ,Bardwell Valley,,-1,None
148.62984,-36.43501,727566, ,Avoid the area,Expect delays,Emergency service(s),RMS,Tow truck,2017-12-05 15:16:46,ACCIDENT 3 vehicles,"Traffic is being diverted between Berridale and Jindabyne on Nyack St, Dalgety Rd, Snowy River Way, Barry Dr in both directions.<br/>",None,,,None,True,ACCIDENT 3 vehicles - JINDABYNE Kosciuszko Rd,False,Unplanned,False,False,False,1512460002220,Accident, ,,,,,,, ,, ,,Both directions, , ,Closed, ,Road,at,Kosciuszko Road,,0,REG_SOUTH, ,Jindabyne,,-1,None
151.07728,-33.85402,727570, ,Reduce speed,Exercise caution,Emergency service(s),RMS,,2017-12-05 15:34:47,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - HOMEBUSH Homebush Bay Dr just past Underwood Rd,False,Unplanned,False,False,False,1512450125238,Accident, ,,,,,,, ,,Underwood Road,,Southbound,1,Lane 1,Lanes closed,4, ,just past,Homebush Bay Drive,,0,SYD_MET, ,Homebush,,-1,None
151.10394,-33.91191,727569, ,Reduce speed,Exercise caution,RMS,,,2017-12-05 15:26:34,TRAFFIC LIGHTS FLASHING YELLOW, ,None,,,None,True,TRAFFIC LIGHTS FLASHING YELLOW - CAMPSIE Beamish St at Amy St,False,Unplanned,False,False,False,1512451493700,Traffic lights flashing yellow, ,,,,,,, ,,Amy Street,,All directions, , ,Affected, , ,at,Beamish Street,,0,SYD_MET, ,Campsie,,-1,None
151.0388,-33.89179,727568, ,Reduce speed,Exercise caution,RMS,,,2017-12-05 15:23:49,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - CHULLORA Rookwood Rd at Muir Rd,False,Unplanned,False,False,False,1512449442029,Breakdown, ,,,,,,, ,,Muir Road,,Southbound,1,Lane 2,Lanes closed,3, ,at,Rookwood Road,,0,SYD_SOUTH, ,Chullora,,-1,None
148.76204,-34.76634,727571, ,Reduce speed,Exercise caution,Emergency service(s),RMS,,2017-12-05 15:39:40,ACCIDENT 2 cars, ,None,,,None,True,ACCIDENT 2 cars - BOWNING Hume Hwy northbound off-ramp to Burley Griffin Way,False,Unplanned,False,False,False,1512452340753,Accident, ,,,,,,, ,,Burley Griffin Way,,Northbound, , ,Affected, , ,to,Hume Highway northbound off-ramp,,0,REG_SOUTH, ,Bowning,,-1,None
151.72572,-32.91507,727572, ,Reduce speed,Exercise caution,Emergency service(s),RMS,,2017-12-05 15:42:50,HAZARD Oil spill, ,None,,,None,True,HAZARD Oil spill - LAMBTON Griffiths Rd at Turton Rd,False,Unplanned,False,False,False,1512449776271,Hazard, ,,,,,,, ,,Turton Road,,Eastbound, ,Right turn lane,Lanes closed, , ,at,Griffiths Road,,0,REG_NORTH, ,Lambton,,-1,None
151.14011,-33.75497,727573, ,Reduce speed,Exercise caution, ,,,2017-12-05 15:48:31,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - PYMBLE Ryde Rd at Minnamurra Ave,False,Unplanned,False,False,False,1512452482384,Breakdown, ,,,,,,, ,,Minnamurra Avenue,,Southbound,1,Lane 1,Lanes closed,3, ,at,Ryde Road,,0,SYD_NORTH, ,Pymble,,-1,None
151.42857,-33.32823,727574, ,Reduce speed,Exercise caution,Emergency service(s),,,2017-12-05 15:55:58,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - CHITTAWAY BAY Wyong Rd at Enterprise Dr,False,Unplanned,False,False,False,1512450997267,Accident, ,,,,,,, ,,Enterprise Drive,,Northbound,1,Lane 2,Lanes closed,2, ,at,Wyong Road,,0,REG_NORTH, ,Chittaway Bay,,-1,None
151.21114,-33.83459,727576, ,Reduce speed,Exercise caution,RMS,,,2017-12-05 16:09:07,BREAKDOWN Mini bus, ,None,,,None,True,BREAKDOWN Mini bus - NORTH SYDNEY Warringah Fwy at Berry St,False,Unplanned,False,False,False,1512451869062,Breakdown, ,,,,,,, ,,Berry Street,,Northbound,1,Lane 1,Lanes closed,6, ,at,Warringah Freeway,,0,SYD_NORTH, ,North Sydney,,-1,None
151.10599,-33.81024,727577, ,Reduce speed,Exercise caution,RMS,,,2017-12-05 16:16:26,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - RYDE Lane Cove Rd at Blaxland Rd,False,Unplanned,False,False,False,1512451002103,Breakdown, ,,,,,,, ,,Blaxland Road,,Southbound,1,Lane 2,Lanes closed,3, ,at,Lane Cove Road,,0,SYD_NORTH, ,Ryde,,-1,None
151.27783,-33.42696,727582, ,Reduce speed,Exercise caution,RMS,,,2017-12-05 16:37:35,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - SOMERSBY M1 Pacific Hwy at Central Coast Hwy,False,Unplanned,False,False,False,1512453900062,Breakdown, ,,,,,,, ,,Central Coast Highway,,Southbound, , ,Affected, , ,at,M1 Pacific Highway,,0,REG_NORTH, ,Somersby,,-1,None
147.62604,-34.45373,727580, ,Reduce speed,Exercise caution,Local council,,,2017-12-05 16:30:08,HAZARD Fallen tree, ,None,,,None,True,HAZARD Fallen tree - TEMORA Burley Griffin Way - 15km west of Temora,False,Unplanned,False,False,False,1512452455349,Hazard, ,,,,,,, ,,15km west of Temora,,Both directions, , ,Affected, , ,-,Burley Griffin Way,,0,REG_SOUTH, ,Temora,,-1,None
147.12033,-34.34832,727581, ,Reduce speed,Exercise caution,RMS,,,2017-12-05 16:36:46,HAZARD A collapsed road culvert, ,None,,,None,True,HAZARD A collapsed road culvert - ARIAH PARK Burley Griffin Way at Trevaskis Lane,False,Unplanned,False,False,False,1512463141524,Hazard,There are portable traffic signals on site.<br/>,,,,,,, ,,Trevaskis Lane,,Both directions, , ,Affected, , ,at,Burley Griffin Way,,0,REG_SOUTH, ,Ariah Park,,-1,None
151.70197,-32.92119,727578,Site cleared,Expect delays,Exercise caution, ,,,2017-12-05 16:26:53,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - NEW LAMBTON Croudace St at Russell Rd,False,Unplanned,False,False,False,1512455167499,Accident, ,,,,,,, ,,Russell Road, ,Southbound, , ,Affected, , ,at,Croudace Street,,-1,REG_NORTH, ,New Lambton,Heavy,-1,None
151.09818,-33.69718,727579,Fatality,Expect delays,Avoid the area,Crash Investigation Unit,Emergency service(s),RMS,2017-12-05 16:29:08,"ACCIDENT Truck, Pedestrian","Southbound into Mildred Avenue, northbound into Jersey Street.<br/>",None,,,None,True,"ACCIDENT Truck, Pedestrian - HORNSBY Pacific Hwy between Bridge Rd and Mildred Ave",False,Unplanned,False,True,False,1512469351851,Accident, ,,,,,,,Some buses delayed up to 15 minutes in Hornsby and diverting away from Pacific Highway (Peats Ferry Road) between Hornsby Station and Galston Road.<br/>,,Bridge Road,Significant,Both directions, , ,Closed, ,Road,between,Pacific Highway,,-1,SYD_NORTH,Mildred Avenue,Hornsby,Heavy,-1,None
151.05511,-33.79932,727583, , , ,Emergency service(s),RMS,,2017-12-05 16:38:25,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - DUNDAS Silverwater Rd approaching Kissing Point Rd,False,Unplanned,False,False,False,1512453476887,Breakdown, ,,,,,,, ,,Kissing Point Road,,Northbound, , ,Affected, , ,approaching,Silverwater Road,,0,SYD_WEST, ,Dundas,,-1,None
151.09007,-33.66488,727584, ,Expect delays,Exercise caution,Emergency service(s),RMS,,2017-12-05 16:41:52,HAZARD Fallen tree, ,None,,,None,True,HAZARD Fallen tree - HORNSBY HEIGHTS Galston Rd between height detectors and first hairpin bend,False,Unplanned,False,False,False,1512457554877,Hazard, ,,,,,,, ,,height detectors,,Westbound, , ,Closed, ,Road,between,Galston Road,,0,SYD_NORTH,first hairpin bend,Hornsby Heights,,-1,None
150.70663,-33.78618,727597, , , ,Emergency service(s),,,2017-12-05 18:13:56,ACCIDENT 2 cars, ,None,,,None,True,ACCIDENT 2 cars - ORCHARD HILLS M4 Mwy westbound off-ramp to The Northern Rd,False,Unplanned,False,False,False,1512458488962,Accident, ,,,,,,, ,,The Northern Road,,Westbound, ,Breakdown lane,Lanes closed, , ,to,M4 Motorway westbound off-ramp,,0,SYD_WEST, ,Orchard Hills,,-1,None
150.97293,-33.72717,727599, ,Reduce speed,Exercise caution,Emergency service(s),RMS,Utility company,2017-12-05 18:28:20,HAZARD Wires down, ,None,,,None,True,HAZARD Wires down - CASTLE HILL Windsor Rd at Showground Rd,False,Unplanned,False,False,False,1512463364867,Hazard, ,,,,,,, ,,Showground Road,,Southbound,1,Lane 1,Lanes closed,3, ,at,Windsor Road,,0,SYD_WEST, ,Castle Hill,,-1,None
151.22243,-33.43349,727605, ,Reduce speed,Exercise caution,Emergency service(s),RMS,,2017-12-05 19:53:39,HAZARD Earlier car fire, ,None,,,None,True,HAZARD Earlier car fire - CALGA M1 Pacific Mwy (F3) just past Peats Ridge Rd,False,Unplanned,False,False,False,1512467098055,Hazard, ,,,,,,, ,,Peats Ridge Road,,Southbound,1,Lane 1,Lanes closed,3, ,just past,M1 Pacific Motorway (F3),,0,REG_NORTH, ,Calga,,-1,None
151.2176,-33.87445,727608, ,Reduce speed,Exercise caution,Emergency service(s),,,2017-12-05 20:28:42,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - WOOLLOOMOOLOO Eastern Distributor at William St,False,Unplanned,False,False,False,1512466630638,Breakdown, ,,,,,,, ,,William Street,,Southbound,1,Lane 1,Lanes closed,3, ,at,Eastern Distributor,,0,SYD_MET, ,Woolloomooloo,,-1,None
151.14977,-33.93652,727604, ,Reduce speed,Exercise caution,Emergency service(s),RMS,,2017-12-05 19:45:48,ACCIDENT 2 vehicles, ,None,,,None,True,ACCIDENT 2 vehicles - ARNCLIFFE Princes Hwy at M5 East Mwy,False,Unplanned,False,False,False,1512464326864,Accident, ,,,,,,, ,,M5 East Motorway,,Northbound,1,Lane 1,Lanes closed,3, ,at,Princes Highway,,0,SYD_MET, ,Arncliffe,,-1,None
151.21751,-33.8756,727603, ,Reduce speed,Exercise caution,Emergency service(s),RMS,,2017-12-05 19:23:26,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - DARLINGHURST Eastern Distributor at Bourke St on-ramp,False,Unplanned,False,False,False,1512468633012,Breakdown, ,,,,,,, ,,Bourke Street on-ramp,,Southbound,1,Lane 3,Lanes closed,3, ,at,Eastern Distributor,,0,SYD_MET, ,Darlinghurst,,-1,None
151.16629,-33.94826,727592, ,Reduce speed,Exercise caution, ,,,2017-12-05 18:02:25,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - MASCOT General Holmes Dr just past Aiport Tunnel,False,Unplanned,False,False,False,1512459523197,Breakdown, ,,,,,,, ,,Aiport Tunnel,,Outbound,1,Lane 1,Lanes closed,4, ,just past,General Holmes Drive,,0,SYD_MET, ,Mascot,,-1,None
153.43213,-29.01363,727602, ,Reduce speed,Exercise caution,Emergency service(s),,,2017-12-05 19:02:49,ACCIDENT car into tree, ,None,,,None,True,ACCIDENT car into tree - COFFS HARBOUR Pacific Hwy near Little Pitt St,False,Unplanned,False,False,False,1512463313496,Accident, ,,,,,,, ,,Little Pitt Street,,Southbound,1,Lane 1,Lanes closed,2, ,near,Pacific Highway,,0,REG_NORTH, ,Coffs Harbour,,-1,None
151.20628,-33.93613,727607, ,Reduce speed,Exercise caution,RMS,,,2017-12-05 20:22:43,ACCIDENT 2 cars, ,None,,,None,True,ACCIDENT 2 cars - EASTLAKES Southern Cross Dr between Wentworth Ave and Botany Rd,False,Unplanned,False,False,False,1512466635380,Accident, ,,,,,,, ,,Wentworth Avenue,,Southbound,1,Lane 2,Lanes closed,2, ,between,Southern Cross Drive,,0,SYD_MET,Botany Road,Eastlakes,,-1,None
150.97281,-33.78669,727587, ,Reduce speed,Exercise caution,Emergency service(s),RMS,,2017-12-05 17:11:09,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - OLD TOONGABBIE Old Windsor Rd,False,Unplanned,True,False,False,1512458464377,Accident, ,,,,,,, ,, ,,,,,,,,at,Old Windsor Road,,0,SYD_WEST, ,Old Toongabbie,,-1,None
