latitude,longitude,id,additionalInfo_0,advice_for_motorists_1,advice_for_motorists_2,attendingGroups_0,attendingGroups_1,attendingGroups_2,system_record_created_at,description_headline,diversions,duration,encodedPolylines_0_coords,encodedPolylines_0_levels,scheduled_end_time,is_resolved/ended,description_summary,is_impacting_network,incidentKind,is_unverified_report,isMajor,isNewIncident,last_updated_at,mainCategory,advice_for_motorists,scheduled_period_0_closureType,scheduled_period_0_direction,scheduled_period_0_finishTime,scheduled_period_0_fromDay,scheduled_period_0_startTime,scheduled_period_0_toDay,PT_impact,roads_affected_0_conditionTendency,roads_affected_0_crossStreet,roads_affected_0_delay,roads_affected_0_impactedLanes_0_affectedDirection,roads_affected_0_impactedLanes_0_closedLanes,roads_affected_0_impactedLanes_0_description,roads_affected_0_impactedLanes_0_extent,roads_affected_0_impactedLanes_0_numberOfLanes,roads_affected_0_impactedLanes_0_roadType,roads_affected_0_locationQualifier,roads_affected_0_mainStreet,roads_affected_0_quadrant,roads_affected_0_queueLength,roads_affected_0_region,roads_affected_0_secondLocation,roads_affected_0_suburb,roads_affected_0_trafficVolume,speedLimit,scheduled_start_time
150.78616,-34.06079,727416,,,,,,,2017-12-03 23:43:26,ACCIDENT Multiple vehicles, ,None,,,None,True,ACCIDENT Multiple vehicles - BLAIRMOUNT Hume Mwy On-Ramp from Narellan Rd,False,Unplanned,False,False,False,1512307129613,Accident, ,,,,,,, ,,Narellan Road,,Northbound,1,Lane 1,Lanes closed,2, ,from,Hume Motorway On-Ramp,,0,SYD_SOUTH, ,Blairmount,,-1,None
151.12357,-33.6002,727419,,,,,,,2017-12-04 00:44:00,FERRY OUT OF SERVICE Due to work on the ramps, ,None,,,None,True,FERRY OUT OF SERVICE Due to work on the ramps - BEROWRA Berowra Ferry,False,Unplanned,False,False,False,1512327733891,Ferry out of service,The ferry is out of service until around 6am.<br/>,,,,,,, ,, ,,,,,,,,-,Berowra Ferry,,0,SYD_NORTH, ,Berowra,,-1,None
151.34946,-33.50483,727435,,,,,,,2017-12-04 08:51:45,CHANGED TRAFFIC CONDITIONS Unauthorised roadwork, ,None,,,None,True,CHANGED TRAFFIC CONDITIONS Unauthorised roadwork - DALEYS POINT Maitland Bay Dr at Daley Ave,False,Unplanned,False,False,False,1512342614543,Changed traffic conditions, ,,,,,,, ,,Daley Avenue, ,Both directions, , ,Affected, , ,at,Maitland Bay Drive,,-1,REG_NORTH, ,Daleys Point,Heavy,-1,None
150.77318,-33.77194,727439,,,,,RMS,,2017-12-04 09:12:40,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - ST MARYS Mamre Rd at Putland St,False,Unplanned,False,False,False,1512341382330,Breakdown, ,,,,,,, ,,Putland Street,,Northbound,1,Lane 2,Lanes closed,2, ,at,Mamre Road,,0,SYD_WEST, ,St Marys,,-1,None
151.12079,-33.6841,727424,,,,,,,2017-12-04 07:02:18,ACCIDENT 2 cars, ,None,,,None,True,ACCIDENT 2 cars - ASQUITH M1 Pacific Mwy (F3) just past Ku-ring-gai Chase Rd,False,Unplanned,False,False,False,1512331452026,Accident, ,,,,,,, ,,Ku-ring-gai Chase Road,,Southbound, , ,Affected, , ,just past,M1 Pacific Motorway (F3),,0,SYD_NORTH, ,Asquith,,-1,None
150.98004,-33.38735,727417,,,,,,,2017-12-04 00:10:36,FERRY OUT OF SERVICE Breakdown, ,None,,,None,True,FERRY OUT OF SERVICE Breakdown - WEBBS CREEK Webbs Creek Ferry,False,Unplanned,False,True,False,1512315593550,Ferry out of service, ,,,,,,, ,, ,,,,,,,,-,Webbs Creek Ferry,,0,SYD_WEST, ,Webbs Creek,,-1,None
150.87087,-33.84521,727445,,,,,RMS,,2017-12-04 10:34:53,ACCIDENT Truck, ,None,,,None,True,ACCIDENT Truck - HORSLEY PARK The Horsley Dr just past Ferrers Rd,False,Unplanned,False,False,False,1512344974777,Accident,The road has been closed for vehicle recovery. <br/>,,,,,,, ,,Ferrers Road,,Westbound, , ,Closed, ,Road,just past,The Horsley Drive,,0,SYD_SOUTH, ,Horsley Park,,-1,None
150.12439,-33.57676,727427,,,,,,,2017-12-04 07:27:59,HAZARD Animal carcass, ,None,,,None,True,HAZARD Animal carcass - GOOD FOREST Jenolan Caves Rd at Maxwell Dr,False,Unplanned,False,False,False,1512337362963,Hazard, ,,,,,,, ,,Maxwell Drive,,Both directions, , ,Affected, , ,at,Jenolan Caves Road,,0,REG_WEST, ,Good Forest,,-1,None
151.4651,-33.11819,727432,,,,,RMS,,2017-12-04 08:08:57,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - COORANBONG M1 Pacific Mwy (F3) just past Mandalong Rd,False,Unplanned,False,False,False,1512337326897,Breakdown, ,,,,,,, ,,Mandalong Road,,Northbound, ,Shoulder,Lanes closed, , ,just past,M1 Pacific Motorway (F3),,0,REG_NORTH, ,Cooranbong,,-1,None
151.10694,-34.02223,727450,,,,,,,2017-12-04 11:22:43,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - SYLVANIA Port Hacking Rd at Box Rd,False,Unplanned,False,False,False,1512349452574,Accident, ,,,,,,, ,,Box Road,,Northbound, , ,Affected, , ,at,Port Hacking Road,,0,SYD_SOUTH, ,Sylvania,,-1,None
150.90155,-33.77681,727451,,,,,,,2017-12-04 11:25:28,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - BLACKTOWN Reservoir Rd at Bungarribee Rd,False,Unplanned,False,False,False,1512350287647,Accident, ,,,,,,, ,,Bungarribee Road, ,Both directions, , ,Affected, , ,at,Reservoir Road,,-1,SYD_WEST, ,Blacktown,Heavy,-1,None
151.18396,-33.93094,727447,,,,,RMS,,2017-12-04 11:08:09,ACCIDENT 2 cars, ,None,,,None,True,ACCIDENT 2 cars - MASCOT Qantas Dr at Robey St,False,Unplanned,False,False,False,1512347355790,Accident, ,,,,,,, ,,Robey Street, ,All directions, , ,Affected, , ,at,Qantas Drive,,-1,SYD_MET, ,Mascot,Moderate,-1,None
149.23208,-35.35444,727448,,,,,RMS,,2017-12-04 11:13:14,TRAFFIC LIGHTS FLASHING YELLOW, ,None,,,None,True,TRAFFIC LIGHTS FLASHING YELLOW - QUEANBEYAN Lowe St at Monaro St,False,Unplanned,False,False,False,1512347224299,Traffic lights flashing yellow, ,,,,,,, ,,Monaro Street,,All directions, , ,Affected, , ,at,Lowe Street,,0,REG_SOUTH, ,Queanbeyan,,-1,None
153.12827,-30.28247,727449,,,,,,,2017-12-04 11:15:43,TRAFFIC LIGHTS FLASHING YELLOW, ,None,,,None,True,TRAFFIC LIGHTS FLASHING YELLOW - COFFS HARBOUR Pacific Hwy at Park Beach Rd,False,Unplanned,False,False,False,1512349618837,Traffic lights flashing yellow, ,,,,,,, ,,Park Beach Road,,All directions, , ,Affected, , ,at,Pacific Highway,,0,REG_NORTH, ,Coffs Harbour,,-1,None
151.20563,-33.86508,727457,,,,,RMS,Heavy tow truck,2017-12-04 12:09:26,BREAKDOWN Bus, ,None,,,None,True,BREAKDOWN Bus - SYDNEY York St just past Margaret St,False,Unplanned,False,False,False,1512353240268,Breakdown, ,,,,,,, ,,Margaret Street,,Southbound,1,Lane 1,Lanes closed,3, ,just past,York Street,,0,SYD_MET, ,Sydney,,-1,None
151.01041,-34.07923,727452,,,,,RMS,,2017-12-04 11:50:39,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - ENGADINE Heathcote Rd at Princes Hwy,False,Unplanned,False,False,False,1512350292920,Breakdown,The left turn lane is affected.<br/>,,,,,,, ,,Princes Highway,,Eastbound, , ,Affected, , ,at,Heathcote Road,,0,SYD_SOUTH, ,Engadine,,-1,None
150.89356,-33.66243,727454,,,,,,,2017-12-04 11:56:21,HAZARD Livestock, ,None,,,None,True,HAZARD Livestock - BOX HILL Windsor Rd at Terry Rd,False,Unplanned,False,False,False,1512352178952,Hazard, ,,,,,,, ,,Terry Road,,Westbound, , ,Affected, , ,at,Windsor Road,,0,SYD_WEST, ,Box Hill,,-1,None
151.19176,-33.92082,727453,,,,,RMS,,2017-12-04 11:51:03,ACCIDENT 3 vehicles, ,None,,,None,True,ACCIDENT 3 vehicles - MASCOT O'Riordan St approaching Gardeners Rd,False,Unplanned,False,False,False,1512349094653,Accident, ,,,,,,, ,,Gardeners Road,,Southbound, , ,Affected, , ,approaching,O'Riordan Street,,0,SYD_MET, ,Mascot,,-1,None
151.02019,-33.83098,727459,,,,,,,2017-12-04 12:24:39,"ACCIDENT Car, Truck", ,None,,,None,True,"ACCIDENT Car, Truck - CLYDE M4 Mwy at James Ruse Dr",False,Unplanned,False,False,False,1512352238964,Accident, ,,,,,,, ,,James Ruse Drive,,Eastbound,1,Lane 1,Lanes closed,4, ,at,M4 Motorway,,0,SYD_WEST, ,Clyde,,-1,None
151.22274,-33.90158,727458,,,,,Heavy tow truck,,2017-12-04 12:21:07,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - KENSINGTON Alison Rd at Anzac Pde,False,Unplanned,False,False,False,1512358740009,Breakdown,Lanes 2 and 3 westbound are closed.<br/>,,,,,,, ,,Anzac Parade,Significant,Westbound,2, ,Lanes closed,4, ,at,Alison Road,,-1,SYD_MET, ,Kensington,Heavy,-1,None
151.14483,-33.90075,727462,,,,,,,2017-12-04 12:58:48,TRAFFIC LIGHTS FLASHING YELLOW, ,None,,,None,True,TRAFFIC LIGHTS FLASHING YELLOW - DULWICH HILL New Canterbury Rd at Frazer St,False,Unplanned,False,False,False,1512359757475,Traffic lights flashing yellow, ,,,,,,, ,,Frazer Street,,All directions, , ,Affected, , ,at,New Canterbury Road,,0,SYD_MET, ,Dulwich Hill,,-1,None
151.16794,-33.81141,727464,,,,,,,2017-12-04 13:09:36,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - LANE COVE Lane Cove Tunnel,False,Unplanned,False,False,False,1512353764000,Breakdown, ,,,,,,, ,, ,,Westbound,1,Lane 1,Lanes closed,3, ,at,Lane Cove Tunnel,,0,SYD_NORTH, ,Lane Cove,,-1,None
151.09468,-33.82381,727461,,,,,,,2017-12-04 12:54:33,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - RHODES Concord Rd on Ryde Bridge,False,Unplanned,False,False,False,1512359294332,Accident, ,,,,,,, ,,Ryde Bridge, ,Southbound,1,Lane 1,Lanes closed,3, ,on,Concord Road,,-1,SYD_NORTH, ,Rhodes,Heavy,-1,None
150.99444,-33.79337,727460,,,,,RMS,,2017-12-04 12:45:47,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - NORTHMEAD Briens Rd at Kleins Rd,False,Unplanned,False,False,False,1512352121201,Accident, ,,,,,,, ,,Kleins Road,,Eastbound, , ,Affected, , ,at,Briens Road,,0,SYD_WEST, ,Northmead,,-1,None
146.68738,-36.00067,727463,,,,,,,2017-12-04 13:02:57,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - HOWLONG The Riverina Hwy at Whittakers Lane,False,Unplanned,False,False,False,1512354178128,Accident, ,,,,,,, ,,Whittakers Lane,,,,,,,,at,The Riverina Highway,,0,REG_SOUTH, ,Howlong,,-1,None
151.15639,-33.79283,727466,,,,,,,2017-12-04 13:21:31,HAZARD Oil spill, ,None,,,None,True,HAZARD Oil spill - NORTH RYDE Delhi Rd at River Ave,False,Unplanned,False,False,False,1512354564473,Hazard, ,,,,,,, ,,River Avenue,,Both directions, , ,Affected, , ,at,Delhi Road,,0,SYD_NORTH, ,North Ryde,,-1,None
151.64991,-32.81096,727469,,,,,RMS,,2017-12-04 13:57:46,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - BERESFIELD John Renshaw Dr eastbound on-ramp to New England Hwy,False,Unplanned,False,False,False,1512360328568,Breakdown, ,,,,,,, ,,New England Highway,,Eastbound, , ,Affected, , ,to,John Renshaw Drive eastbound on-ramp,,0,REG_NORTH, ,Beresfield,,-1,None
150.77172,-33.78058,727467,,,,,RMS,,2017-12-04 13:42:02,HAZARD Oil spill, ,None,,,None,True,HAZARD Oil spill - ST MARYS Mamre Rd at Hall St,False,Unplanned,False,False,False,1512357959738,Hazard, ,,,,,,, ,,Hall Street,,Northbound, ,Left turn lane,Lanes closed, , ,at,Mamre Road,,0,SYD_WEST, ,St Marys,,-1,None
153.08418,-30.3231,727473,,,,,,,2017-12-04 14:29:02,ACCIDENT 2 cars, ,None,,,None,True,ACCIDENT 2 cars - COFFS HARBOUR Pacific Hwy at Bray St,False,Unplanned,False,False,False,1512359733529,Accident, ,,,,,,, ,,Bray Street,,Southbound,1,Lane 4,Lanes closed,6, ,at,Pacific Highway,,0,REG_NORTH, ,Coffs Harbour,,-1,None
147.57135,-33.65716,727470,,,,,RMS,,2017-12-04 14:17:04,CHANGED TRAFFIC CONDITIONS - truck recovery, ,None,,,None,True,CHANGED TRAFFIC CONDITIONS - truck recovery - WIRRINYA Newell Hwy at Bewleys Rd,False,Unplanned,False,False,False,1512363939110,Changed traffic conditions,There may be intermittent stoppages of up to 15 minutes while the recovery takes place. <br/>,,,,,,, ,,Bewleys Road,,Both directions, , ,Affected, , ,at,Newell Highway,,0,REG_WEST, ,Wirrinya,,-1,None
151.20695,-33.86874,727472,,,,,,,2017-12-04 14:25:56,TRAFFIC LIGHTS FLASHING YELLOW, ,None,,,None,True,TRAFFIC LIGHTS FLASHING YELLOW - SYDNEY King St at George St,False,Unplanned,False,False,False,1512360155831,Traffic lights flashing yellow, ,,,,,,, ,,George Street,,All directions, , ,Affected, , ,at,King Street,,0,SYD_MET, ,Sydney,,-1,None
148.11983,-33.21907,727471,,,,,RMS,,2017-12-04 14:23:15,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - TICHBORNE Newell Hwy at Warregal Rd,False,Unplanned,False,False,False,1512359851058,Accident,Stop/slow in place.<br/>,,,,,,, ,,Warregal Road,,Both directions, , ,Affected, , ,at,Newell Highway,,0,REG_WEST, ,Tichborne,,-1,None
151.23182,-33.75192,727475,,,,,,,2017-12-04 14:59:33,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - FRENCHS FOREST Warringah Rd at Hilmer St,False,Unplanned,False,False,False,1512362218312,Breakdown, ,,,,,,, ,,Hilmer Street, ,Westbound, , ,Affected, , ,at,Warringah Road,,-1,SYD_NORTH, ,Frenchs Forest,Heavy,-1,None
151.11468,-33.93615,727474,,,,,,,2017-12-04 14:41:50,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - BEXLEY NORTH M5 East Mwy in Main Tunnel,False,Unplanned,False,False,False,1512360802022,Breakdown, ,,,,,,, ,,Main Tunnel,,Westbound,1,Lane 1,Lanes closed,2, ,in,M5 East Motorway,,0,SYD_MET, ,Bexley North,,-1,None
150.93112,-33.92813,727476,,,,,RMS,,2017-12-04 15:09:29,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - MOOREBANK Heathcote Rd at Newbridge Rd,False,Unplanned,False,False,False,1512363948205,Breakdown, ,,,,,,, ,,Newbridge Road, ,Southbound,2, ,Lanes closed,3, ,at,Heathcote Road,,-1,SYD_SOUTH, ,Moorebank,Heavy,-1,None
150.99418,-33.82701,727479,,,,,,,2017-12-04 15:51:21,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - MERRYLANDS M4 Mwy at Pitt St,False,Unplanned,False,False,False,1512365459217,Accident, ,,,,,,, ,,Pitt Street, ,Eastbound, , ,Affected, , ,at,M4 Motorway,,-1,SYD_WEST, ,Merrylands,Heavy,-1,None
151.1061,-33.72002,727480,,,,,RMS,,2017-12-04 15:51:22,"ACCIDENT Truck, Car", ,None,,,None,True,"ACCIDENT Truck, Car - WAHROONGA M1 Pacific Mwy (F3) approaching Edgeworth David Ave",False,Unplanned,False,False,False,1512364018888,Accident, ,,,,,,, ,,Edgeworth David Avenue, ,Northbound, , ,Affected, , ,approaching,M1 Pacific Motorway (F3),,-1,SYD_NORTH, ,Wahroonga,Heavy,-1,None
151.23447,-33.75222,727477,,,,,,,2017-12-04 15:38:19,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - FRENCHS FOREST Wakehurst Parkway at Warringah Rd,False,Unplanned,False,False,False,1512367145647,Breakdown, ,,,,,,, ,,Warringah Road,,Northbound,1,Lane 1,Lanes closed,2, ,at,Wakehurst Parkway,,0,SYD_NORTH, ,Frenchs Forest,,-1,None
151.10583,-33.72012,727478,,,,,RMS,Heavy tow truck,2017-12-04 15:40:45,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - WAHROONGA M1 Pacific Mwy (F3) southbound off-ramp to Pennant Hills Rd,False,Unplanned,False,False,False,1512364289622,Breakdown, ,,,,,,, ,,Pennant Hills Road,,Southbound,1,Lane 2,Lanes closed,3, ,to,M1 Pacific Motorway (F3) southbound off-ramp,,0,SYD_NORTH, ,Wahroonga,,-1,None
151.10585,-33.81669,727481,,,,,,,2017-12-04 15:54:01,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - RYDE Victoria Rd at St Annes St,False,Unplanned,False,False,False,1512365315652,Accident, ,,,,,,, ,,St Annes Street,,Eastbound, , ,Affected, , ,at,Victoria Road,,0,SYD_NORTH, ,Ryde,,-1,None
149.44292,-36.59986,727483,,,,,RMS,,2017-12-04 16:05:23,ACCIDENT Car, ,None,,,None,False,ACCIDENT Car - BEMBOKA Snowy Mountains Hwy on Brown Mountain,False,Unplanned,False,False,True,1512363923495,Accident, ,,,,,,, ,,Brown Mountain,,,,,,,,on,Snowy Mountains Highway,,0,REG_SOUTH, ,Bemboka,,-1,None
150.60139,-34.86397,727485,,,,,,,2017-12-04 16:30:51,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - NOWRA Princes Hwy on Shoalhaven Bridge,False,Unplanned,False,False,False,1512366309111,Accident, ,,,,,,, ,,Shoalhaven Bridge,,,,,,,,on,Princes Highway,,0,REG_SOUTH, ,Nowra,,-1,None
151.13566,-33.88469,727484,,,,,,,2017-12-04 16:12:29,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - HABERFIELD Parramatta Rd at Dalhousie St,False,Unplanned,False,False,False,1512364656077,Breakdown, ,,,,,,, ,,Dalhousie Street, ,Westbound,1,Lane 1,Lanes closed,3, ,at,Parramatta Road,,-1,SYD_MET, ,Haberfield,Heavy,-1,None
150.67531,-34.78635,727487,,,,,RMS,,2017-12-04 16:43:54,ACCIDENT Car, ,None,,,None,False,ACCIDENT Car - BERRY Princes Hwy at 2 Km South Of Berry,False,Unplanned,False,False,False,1512366259410,Accident, ,,,,,,, ,,2 Km South Of Berry,,,,,,,,at,Princes Highway,,0,REG_SOUTH, ,Berry,,-1,None
151.19541,-33.77694,727488,,,,,Tow truck,,2017-12-04 16:48:53,BREAKDOWN Car, ,None,,,None,False,BREAKDOWN Car - ROSEVILLE CHASE Warringah Rd at Babbage Rd,False,Unplanned,False,False,False,1512367213770,Breakdown, ,,,,,,, ,,Babbage Road,,Westbound, , ,Affected, , ,at,Warringah Road,,0,SYD_NORTH, ,Roseville Chase,,-1,None
151.19286,-33.93822,727486,,,,,RMS,,2017-12-04 16:42:09,ACCIDENT 2 cars, ,None,,,None,False,ACCIDENT 2 cars - MASCOT Millpond Dr at General Holmes Dr,False,Unplanned,False,False,False,1512367293670,Accident, ,,,,,,, ,,General Holmes Drive,,Westbound,1,Lane 1,Lanes closed,4, ,at,Millpond Drive,,0,SYD_MET, ,Mascot,,-1,None
149.21972,-36.40438,727490,,,,,RMS,,2017-12-04 16:54:28,ACCIDENT Car, ,None,,,None,False,ACCIDENT Car - ROCK FLAT Monaro Hwy at The Peak Rd,False,Unplanned,False,False,True,1512366868836,Accident, ,,,,,,, ,,The Peak Road,,,,,,,,at,Monaro Highway,,0,REG_SOUTH, ,Rock Flat,,-1,None
150.92764,-33.80649,727491,,,,,,,2017-12-04 16:56:00,HAZARD Tyre debris, ,None,,,None,False,HAZARD Tyre debris - PROSPECT M4 Mwy at Clunies Ross St,False,Unplanned,False,False,True,1512366960419,Hazard,In lane 3. <br/>,,,,,,, ,,Clunies Ross Street,,Westbound, , ,Affected, , ,at,M4 Motorway,,0,SYD_WEST, ,Prospect,,-1,None
151.19198,-33.93381,727489,,,,,Tow truck,,2017-12-04 16:53:19,ACCIDENT Car, ,None,,,None,False,ACCIDENT Car - MASCOT General Holmes Dr at Joyce Dr,False,Unplanned,False,False,False,1512367302484,Accident, ,,,,,,, ,,Joyce Drive,Significant,Westbound,1,Lane 1,Lanes closed,2, ,at,General Holmes Drive,,-1,SYD_MET, ,Mascot,Heavy,-1,None
151.11001,-33.71857,727535, ,Reduce speed,Exercise caution,RMS,,,2017-12-05 09:39:33,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - WAHROONGA Pacific Hwy off-ramp from M1 Pacific Mwy (F3),False,Unplanned,False,False,False,1512429323022,Breakdown, ,,,,,,, ,,M1 Pacific Motorway (F3),,Southbound,1,Lane 1,Lanes closed,4, ,from,Pacific Highway off-ramp,,0,SYD_NORTH, ,Wahroonga,,-1,None
151.04448,-33.86321,727536, ,Reduce speed,Exercise caution, ,,,2017-12-05 09:49:42,TRAFFIC LIGHTS BLACKED OUT Power failure, ,None,,,None,True,TRAFFIC LIGHTS BLACKED OUT Power failure - LIDCOMBE Church St at John St,False,Unplanned,False,False,False,1512432685430,Traffic lights blacked out, ,,,,,,, ,,John Street,,All directions, , ,Affected, , ,at,Church Street,,0,SYD_MET, ,Lidcombe,,-1,None
151.03863,-33.89181,727529, ,Expect delays,Exercise caution,Emergency service(s),RMS,,2017-12-05 08:33:11,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - CHULLORA Rookwood Rd at Muir Rd,False,Unplanned,False,False,False,1512424387526,Accident, ,,,,,,, ,,Muir Road, ,Northbound,1,Lane 1,Lanes closed,3, ,at,Rookwood Road,,-1,SYD_SOUTH, ,Chullora,Heavy,-1,None
150.93974,-33.72452,727522,Site cleared,Expect delays,Allow extra travel time,Heavy tow truck,,,2017-12-05 06:32:18,BREAKDOWN Truck, ,None,,,None,True,BREAKDOWN Truck - KELLYVILLE Old Windsor Rd approaching Balmoral Rd,False,Unplanned,False,False,False,1512424812277,Breakdown, ,,,,,,, ,,Balmoral Road,Significant,Southbound, , ,Affected, , ,approaching,Old Windsor Road,,-1,SYD_WEST, ,Kellyville,Heavy,-1,None
151.00484,-33.82759,727534, , , ,Emergency service(s),,,2017-12-05 09:08:46,ACCIDENT 3 vehicles, ,None,,,None,True,ACCIDENT 3 vehicles - GRANVILLE Woodville Rd near Parramatta Rd,False,Unplanned,False,False,False,1512428201334,Accident, ,,,,,,, ,,Parramatta Road,,Southbound,1,Lane 1,Lanes closed,3, ,near,Woodville Road,,0,SYD_WEST, ,Granville,,-1,None
150.83914,-33.9501,727523,Site cleared,Expect delays,Allow extra travel time,Emergency service(s),RMS,,2017-12-05 06:34:38,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - EDMONDSON PARK Camden Valley Way at Bringelly Rd,False,Unplanned,False,False,False,1512419759596,Accident, ,,,,,,, ,,Bringelly Road, ,Both directions, , ,Affected, , ,at,Camden Valley Way,,-1,SYD_SOUTH, ,Edmondson Park,Heavy,-1,None
151.21341,-33.8546,727515,,,,,,,2017-12-04 23:15:40,CHANGED TRAFFIC CONDITIONS Overheight vehicle,Sydney Harbour Bridge<br/>,None,,,None,True,CHANGED TRAFFIC CONDITIONS Overheight vehicle - SYDNEY Sydney Harbour Tunnel,False,Unplanned,False,False,False,1512390055367,Changed traffic conditions, ,,,,,,, ,, ,,Southbound, , ,Closed, ,Tunnel,-,Sydney Harbour Tunnel,,0,SYD_MET, ,Sydney,,-1,None
151.18341,-33.81889,727528,Site cleared,Reduce speed,Exercise caution, ,,,2017-12-05 08:16:52,"ACCIDENT Car, Motorcycle", ,None,,,None,True,"ACCIDENT Car, Motorcycle - ARTARMON Pacific Hwy at Campbell St",False,Unplanned,False,False,False,1512425184239,Accident, ,,,,,,, ,,Campbell Street,,Both directions, , ,Affected, , ,at,Pacific Highway,,0,SYD_NORTH, ,Artarmon,,-1,None
150.92854,-33.92722,727517,,,,,,,2017-12-05 01:42:26,CHANGED TRAFFIC CONDITIONS Police operation, ,None,,,None,True,CHANGED TRAFFIC CONDITIONS Police operation - LIVERPOOL Newbridge Rd between Heathcote Rd and Terminus St,False,Unplanned,False,False,False,1512398999633,Changed traffic conditions, ,,,,,,, ,,Heathcote Road,,Westbound,1,Lane 1,Lanes closed,2, ,between,Newbridge Road,,0,SYD_SOUTH,Terminus Street,Liverpool,,-1,None
151.15006,-33.93634,727524, ,Reduce speed,Exercise caution,Motorway crew,,,2017-12-05 07:06:36,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - ARNCLIFFE M5 East Mwy at Princes Hwy,False,Unplanned,False,False,False,1512418220894,Breakdown, ,,,,,,, ,,Princes Highway,,Eastbound, , ,Affected, , ,at,M5 East Motorway,,0,SYD_MET, ,Arncliffe,,-1,None
151.17783,-33.8098,727519, ,Reduce speed,Exercise caution,RMS,,,2017-12-05 05:30:06,ACCIDENT Car, ,None,,,None,True,ACCIDENT Car - ARTARMON Pacific Hwy at Howarth Rd,False,Unplanned,False,False,False,1512413114143,Accident, ,,,,,,, ,,Howarth Road,,City bound, , ,Affected, , ,at,Pacific Highway,,0,SYD_NORTH, ,Artarmon,,-1,None
151.12955,-33.83658,727526, ,Reduce speed,Exercise caution,Tow truck,,,2017-12-05 07:40:11,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - GLADESVILLE Victoria Rd at Sunnyside St,False,Unplanned,False,False,False,1512420888038,Breakdown, ,,,,,,, ,,Sunnyside Street,,City bound,1,Lane 2,Lanes closed,3, ,at,Victoria Road,,0,SYD_NORTH, ,Gladesville,,-1,None
151.1248,-33.60056,727516, ,Use alternative route, ,RMS,,,2017-12-05 00:08:03,FERRY OUT OF SERVICE - Ramp repairs, ,None,,,None,True,FERRY OUT OF SERVICE - Ramp repairs - BEROWRA WATERS Berowra Waters Ferry,False,Unplanned,False,False,False,1512419205522,Ferry out of service, ,,,,,,, ,, ,,Both directions, , ,Closed, ,Road,-,Berowra Waters Ferry,,0,SYD_NORTH, ,Berowra Waters,,-1,None
151.17462,-33.91557,727518,,,,,Tow truck,,2017-12-05 03:52:32,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - ST PETERS Princes Hwy at Canal Rd,False,Unplanned,False,False,False,1512406744839,Breakdown, ,,,,,,, ,,Canal Road,,Southbound,1,Lane 1,Lanes closed,3, ,at,Princes Highway,,0,SYD_MET, ,St Peters,,-1,None
151.04895,-33.7512,727525, , , ,RMS,,,2017-12-05 07:16:28,BREAKDOWN Car, ,None,,,None,True,BREAKDOWN Car - WEST PENNANT HILLS Pennant Hills Rd at Oratava Ave,False,Unplanned,True,False,False,1512419720503,Breakdown, ,,,,,,, ,,Oratava Avenue,,,,,,,,at,Pennant Hills Road,,0,SYD_NORTH, ,West Pennant Hills,,-1,None
151.16759,-33.8115,727527,Site cleared,Expect delays,Exercise caution, ,,,2017-12-05 08:06:13,BREAKDOWN Bus, ,None,,,None,True,BREAKDOWN Bus - LANE COVE NORTH Lane Cove Tunnel in Main Tunnel,False,Unplanned,False,False,False,1512426470006,Breakdown, ,,,,,,, ,,Main Tunnel, ,Eastbound, , ,Affected, , ,in,Lane Cove Tunnel,,-1,SYD_NORTH, ,Lane Cove North,Heavy,-1,None
